date,open,high,low,close,adj_close,volume,score
2020-2-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4851160000,0.810643338
2020-2-25,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5596760000,0.799779096
2020-2-26,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5484650000,0.781495427
2020-2-27,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7064710000,0.832647162
2020-2-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8569570000,0.790857351
2020-3-2,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6381330000,0.830347191
2020-3-3,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6376510000,0.857253229
2020-3-4,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5073020000,0.900348433
2020-3-5,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5579290000,0.812419567
2020-3-6,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6555240000,0.721892036
2020-3-9,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8441290000,0.879177457
2020-3-10,2813.47998,2882.590088,2734,2882.22998,2882.22998,7642040000,0.85907203
2020-3-11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7431200000,0.733387017
2020-3-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8850810000,0.738381373
2020-3-13,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8299070000,0.736256952
2020-3-16,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7805450000,0.815748692
2020-3-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8370250000,0.885977616
2020-3-18,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8799300000,0.759796099
2020-3-19,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7956100000,0.772376488
2020-3-20,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9053950000,0.724959592
2020-3-23,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7411380000,0.807038486
2020-3-24,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7563150000,0.841316601
2020-3-25,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8300010000,0.874209923
2020-3-26,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7766990000,0.836188568
2020-3-27,2555.870117,2615.909912,2520.02002,2541.469971,2541.469971,6201670000,0.745886713
2020-3-30,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5751120000,0.778452504
